EQN_NO,LIFEFORM,SPP_CODE,SCI_NAME,COMM_NAME,BIO_COMP,GEO_AREA,SER_STAG,DPV_O,DPV_OMIN,DPV_OMAX,DPV_OUNIT,IP1_TEXT,IP1_MIN,IP1_MAX,IP1_UNIT,IP2_TEXT,IP2_MIN,IP2_MAX,IP2_UNIT,IP3_TEXT,IP3_MIN,IP3_MAX,IP3_UNIT,ORG_EQFM,SMP_SIZE,R_SQUARE,MS_ERROR,SEE
967,H,"MUMO","Muhlenbergia montana","Mountain Muhly",BAT,R,Y,"Total abvground biomass",,,g,"Basal area (BA)",,,cm2,"","",,,"",,,,"ln(BAT) = -1.26 + 0.617 * ln(BA)",169,0.860,0.208000,0.456000
968,H,"MUMO","Muhlenbergia montana","Mountain Muhly",BAT,R,Y,"Total abvground biomass",,,g,"Basal area (BA)",,,cm2,"","",,,"",,,,"ln(BAT) = -1.426 + 0.625 * ln(BA)",169,0.860,0.208000,0.456000
969,H,"MUMO","Muhlenbergia montana","Mountain Muhly",BAT,R,Y,"Total abvground biomass",,,g,"Basal area (BA)",,,cm2,"","",,,"",,,,"ln(BAT) = -1.094 + 0.496 * ln(BA)",169,0.860,0.208000,0.456000
970,S,"ARTR","Artemisia tridentata","Big Sagebrush",PFT,E,G,"Projected foliage area",,,cm2,"Sapwood cros-sectional area at ground level",0.200,5.500,cm,"","",,,"",,,,"PFT = -1.0696 + 3.8609 * SPA",20,0.950,1.555000,1.247000
971,S,"ARTR","Artemisia tridentata","Big Sagebrush",PFT,E,G,"Projected foliage area",200.000,18000.000,cm2,"Height",24.000,116.000,cm,"","",,,"",,,,"log(PFT) = -0.57 + 2.24 * log(HT)",20,0.640,0.094000,0.306000
972,S,"ARTR","Artemisia tridentata","Big Sagebrush",PFT,E,G,"Projected foliage area",200.000,18000.000,cm2,"Maximum width",16.000,153.000,cm,"","",,,"",,,,"log(PFT) = -0.11 + 1.90 * log(WID)",20,0.870,0.033000,0.183000
973,S,"ARTR","Artemisia tridentata","Big Sagebrush",PFT,E,G,"Projected foliage area",200.000,18000.000,cm2,"Average crown width",,,cm,"","",,,"",,,,"log(PFT) = -1.96 + 2.06 * log(WID)",20,0.880,0.032000,0.178000
974,S,"HODI","Holodiscus discolor","Oceanspray",BFT,R,G,"Total foliage biomass",,,g,"Stem basal diameter ( 2cm above the root collar)",0.700,2.200,cm,"","",,,"",,,,"ln(BFT) = 2.164 + 2.605 * ln(DBA)",31,0.860,0.119000,0.345000
975,S,"CEVE","Ceanothus velutinus","Evergreen Ceanothus",BFT,R,G,"Total foliage biomass",,,g,"Stem basal diameter (2cm above the root collar)",0.600,2.500,cm,"","",,,"",,,,"ln(BFT) = 2.687 + 2.415 * ln(DBA)",30,0.670,0.334000,0.578000
976,S,"PHLE2","Philadelphus lewisii","Mockorange",BFT,R,G,"Total foliage biomass",,,g,"Stem basal diameter (2cm above the root collar)",0.500,2.900,cm,"","",,,"",,,,"ln(BFT) = 1.921 + 2.778 * ln(DBA)",28,0.710,0.448000,0.669000
977,S,"SHCA","Sherphedia canadensis","Buffaloberry",BFT,R,G,"Total foliage biomass",,,g,"Stem basal diameter (2cm above the root collar)",0.700,2.900,cm,"","",,,"",,,,"ln(BFT) = 2.010 + 2.034 * ln(DBA)",30,0.800,0.157000,0.396000
978,S,"ARTR","Artemisia tridentata","Big Sagebrush",BFT,R,G,"Total foliage biomass",,,g,"Stem basal diameter (2cm above the root collar)",0.800,6.900,cm,"","",,,"",,,,"ln(BFT) = 1.603 + 1.888 * ln(DBA)",22,0.750,0.511000,0.715000
979,S,"JUCO","Juniperus communis","Common Juniper",BFT,R,G,"Total foliage biomass",,,g,"Stem basal diameter (2cm above the root collar)",0.800,2.900,cm,"","",,,"",,,,"ln(BFT) = 3.414 + 1.650 * ln(DBA)",23,0.806,0.089000,0.298000
980,S,"AMAL","Amelanchier alnifolia","Serviceberry",BFT,R,G,"Total foliage biomass",,,g,"Stem basal diameter ( 2cm above the root collar)",0.400,4.500,cm,"","",,,"",,,,"ln(BFT) = 1.691 + 2.111 * ln(DBA)",39,0.830,0.317000,0.563000
981,S,"ACGL","Acer glabrum","Mountain Maple",BFT,R,G,"Total foliage biomass",,,g,"Stem basal diameter (2cm above the root collar)",0.400,3.700,cm,"","",,,"",,,,"ln(BFT) = 1.868 + 2.038 * ln(DBA)",32,0.890,0.180000,0.424000
982,S,"SOSC","Sorbus scopulina","Mountain Ash",BFT,R,G,"Total foliage biomass",,,g,"Stem basal diameter (2cm above the root collar)",1.000,4.200,cm,"","",,,"",,,,"ln(BFT) = 1.497 + 2.581 * ln(DBA)",29,0.840,0.171000,0.414000
983,S,"PRVI","Prunus virginiana","Chokecherry",BFT,R,G,"Total foliage biomass",,,g,"Stem basal diameter (2cm above the root collar)",0.600,2.900,cm,"","",,,"",,,,"ln(BFT) = 2.180 + 1.902 * ln(DBA)",31,0.740,0.335000,0.579000
984,S,"ALSI","Alnus sinuata","Mountain Alder",BFT,R,G,"Total foliage biomass",,,g,"Stem basal diameter (2cm above the root collar)",0.700,6.300,cm,"","",,,"",,,,"ln(BFT) = 2.065 + 1.588 * ln(DBA)",30,0.820,0.181000,0.425000
985,S,"COST","Cornus stolonifera","Redosier Dogwood",BFT,R,G,"Total foliage biomass",,,g,"Stem basal diameter (2cm above the root collar)",0.600,3.400,cm,"","",,,"",,,,"ln(BFT) = 2.246 + 1.762 * ln(DBA)",31,0.580,0.316000,0.562000
986,S,"SALIX","Salix spp.","Willow",BFT,R,G,"Total foliage biomass",,,g,"Stem basal diameter ( 2cm above the root collar)",0.700,3.700,cm,"","",,,"",,,,"ln(BFT) = 1.858 + 2.066 * ln(DBA)",31,0.680,0.342000,0.584800
987,S,"SYAL","Symphoricarpos albus","Snowberry",BAT,R,G,"Total aboveground biomass",,,g,"Stem basal diameter ( 2cm above the root collar)",0.200,1.200,cm,"","",,,"",,,,"ln(BAT) = 3.490 + 2.285 * ln(DBA)",31,0.880,0.880000,0.774000
988,S,"VAGL","Vaccinium globulare Rydb.","Blue Hucklberry",BAT,R,G,"Total aboveground biomass",,,g,"Stem basal diameter (2cm above the root collar)",0.300,1.700,cm,"","",,,"",,,,"ln(BAT) = 3.388 + 3.150 * ln(DBA)",44,0.970,0.086000,0.293000
989,S,"VASC","Vaccinium scoparium","",BAT,R,G,"Total aboveground biomass",,,g,"Stem basal diameter (2cm above the root collar)",0.300,0.700,cm,"","",,,"",,,,"ln(BAT) = 3.113 + 2.148 * ln(DBA)",31,0.620,0.171000,0.029000
990,S,"ROSA","Rosa spp.","Rose",BAT,R,G,"Total aboveground biomass",,,g,"Stem basal diameter (2cm above the root collar)",0.200,1.200,cm,"","",,,"",,,,"ln(BAT) = 3.628 + 2.779 * ln(DBA)",32,0.960,0.082000,0.286000
991,S,"RIBES","Ribes spp.","Gooseberry",BAT,R,G,"Total aboveground biomass",,,g,"Stem basal diameter (2cm above the root collar)",0.400,1.400,cm,"","",,,"",,,,"ln(BAT) = 3.892 + 3.122 * ln(DBA)",37,0.900,0.101000,0.318000
992,S,"SPBE","Spirea betulifolia","White Spirea",BAT,R,G,"Total aboveground biomass",,,g,"Stem basal diameter (2cm above the root collar)",0.200,0.800,cm,"","",,,"",,,,"ln(BAT) = 3.604 + 2.604 * ln(DBA)",31,0.840,0.180000,0.424000
993,S,"BERE","Berberis repens","Oregon Grape",BAT,R,G,"Total aboveground biomass",,,g,"Stem basal diameter ( 2cm above the root collar)",0.300,0.900,cm,"","",,,"",,,,"ln(BAT) = 2.976 + 2.092 * ln(DBA)",36,0.700,0.130000,0.360000
994,S,"ARTR","Artemisia tridentata","Big Sagebrush",BFT,E,G,"Total foliage biomass",,,g,"Crown width (longest intercept)",20.000,119.000,cm,"","",,,"",,,,"log(BFT) = -1.51 + 1.83 * log(WID)",26,0.880,0.047000,0.216000
995,S,"ARTR","Artemisia tridentata","Big Sagebrush",BFT,E,G,"Total foliage biomass",,,g,"Crown length (longest intercept)",20.000,119.000,cm,"Crown width (perpendicular to LEN)","19.",98.000,cm,"",,,,"log(BFT) = -1.53 + 1.47 * log(LEN) + 0.413 * log(WID)",26,0.890,0.043000,0.208000
996,S,"ARTR","Artemisia tridentata","Big Sagebrush",BFT,E,G,"Total foliage biomass",,,g,"Crown length (longest intercept)",20.000,119.000,cm,"Crown width (perpendicular to LEN)","19.",98.000,cm,"Height",34.000,117.000,cm,"log(BFT) = -2.44 + 0.786 * log(LEN) + 0.320 * log(WID) + 1.24 *   *log(HT)",26,0.970,,0.114000
997,S,"ARTR","Artemisia tridentata","Big Sagebrush",BFT,E,G,"Total foliage biomass",,,g,"Crown width (longest intercept)",20.000,119.000,cm,"Height","34.",117.000,cm,"",,,,"log(BFT) = -2.46 + 1.05 * log(WID) + 1.28 * log(HT)",26,0.960,0.015000,0.125000
998,S,"ARTR","Artemisia tridentata","Big Sagebrush",BAE,E,G,"Biomass, wood and bark, live and dead (entire)",,,g,"Crown width (longest intercept)",20.000,119.000,cm,"","",,,"",,,,"log(BAE) = -2.06 + 2.55 * log(WID)",26,0.860,0.106000,0.326000
999,S,"ARTR","Artemisia tridentata","Big Sagebrush",BAE,E,G,"Biomass, wood and bark, live and dead (entire)",,,g,"Crown length (longest intercept)",20.000,119.000,cm,"Crown width (perpendicular to LEN)","19.",98.000,cm,"",,,,"log(BAE) = -2.08 + 2.03 * log(LEN) + 0.585 * log(WID)",26,0.870,0.100000,0.317000
1000,S,"ARTR","Artemisia tridentata","Big Sagebrush",BAE,E,G,"Biomass, wood and bark, live and dead (entire)",,,g,"Crown length (longest intercept)",20.000,119.000,cm,"Crown width (perpendicular to LEN)","19.",98.000,cm,"Height",34.000,117.000,cm,"log(BAE) = -3.41 + 1.03 * log(LEN) + 0.450 * log(WID) + 1.81 *   *log(HT)",26,0.950,0.039000,0.192000
1001,S,"ARTR","Artemisia tridentata","Big Sagebrush",BAE,E,G,"Biomass, wood and bark, live and dead (entire)",,,g,"Crown width (longest intercept)",20.000,119.000,cm,"Height","34.",117.000,cm,"",,,,"log(BAE) = -3.43 + 1.40 * log(WID) + 1.86 * log(HT)",26,0.950,0.042000,0.204000
1002,S,"ARTR","Artemisia tridentata","Big Sagebrush",BAE,E,G,"Biomass, wood and bark, live and dead (entire)",,,g,"Crown volume (projected crown area x height)",,,cm3,"","",,,"",,,,"BAE = 201.4062 + 0.001162 * VOL",50,0.830,4733670.400000,2175.700000
1003,S,"LIDE","Lithocarpus densiflorus","Tanoak",BAT,S,G,"Biomass, aboveground, total",,,g,"Basal diameter",,,mm,"Crown volume (projected crown area x height)","",,cm3,"",,,,"BAT = -72.51 + 13.26 * DBA + (8.70 * 10^(-5)) * VOL",50,0.940,,
1004,K,"QUKE","Quercus kelloggii","California Black Oak",BAT,S,Y,"Biomass, aboveground, total",0.040,16.000,g,"Diameter at base (at ground level)",0.075,0.550,cm,"","",,,"",,,,"ln(BAT) = -1.578921 + 1.992733 * ln(DBA)",49,0.696,0.550400,0.741900
1005,K,"QUKE","Quercus kelloggii","California Black Oak",BAT,S,Y,"Biomass, aboveground, total",0.040,16.000,g,"Diameter at base (at ground level)",0.075,0.550,cm,"Height at base","3.00",47.000,cm,"",,,,"ln(BAT) = -3.783421 + 0.781663 * ln(DBA) + 1.265282 * ln(HT)",49,0.828,0.317400,0.563370
1006,K,"QUKE","Quercus kelloggii","California Black Oak",BAT,S,Y,"Biomass, aboveground, total",0.040,16.000,g,"Diameter at base (at ground level)",0.075,0.550,cm,"Number of basal stems","1.0",8.000,,"",,,,"ln(BAT) = -1.708959 + 1.643587 * ln(DBA) + 0.917082 * ln(NUM)",49,0.830,0.314100,0.560400
1007,K,"QUKE","Quercus kelloggii","California Black Oak",BAT,S,Y,"Biomass, aboveground, total",0.040,16.000,g,"Number of basal stems",1.000,8.000,,"Height at base","3.00",47.000,cm,"",,,,"ln(BAT) = -4.127276 + 0.676711 * ln(NUM) + 1.522700 * ln(HT)",49,0.857,0.263700,0.513500
1008,K,"QUKE","Quercus kelloggii","California Black Oak",BAT,S,Y,"Biomass, aboveground, total",0.040,16.000,g,"Lendth of projected crown",5.000,57.000,cm,"Width of projected crown (perpendicular to LEN)","2.00",39.000,cm,"Height",3.000,47.000,cm,"ln(BAT) = -5.939789 + 1.114217 * ln(LEN) + 0.543468 * ln(WID) + 0.553423 * ln(HT)",49,0.880,0.224300,0.476400
1009,S,"QUKE","Quercus kelloggii","California Black Oak",BAT,S,Y,"Biomass, aboveground, total",0.200,481.600,g,"Diameter at base (at ground level)",0.100,3.250,cm,"","",,,"",,,,"ln(BAT) = -1.961726 + 2.200485 * ln(DBA)",50,0.863,0.328600,0.573259
1010,S,"QUKE","Quercus kelloggii","California Black Oak",BAT,S,Y,"Biomass, aboveground, total",0.200,481.600,g,"Diameter at base (at ground level)",0.100,3.250,cm,"Height","5.0",215.000,cm,"",,,,"ln(BAT) = -3.631807 + 1.424054 * ln(DBA) + 0.880204 * ln(HT)",50,0.928,0.177700,0.421590
1011,S,"QUKE","Quercus kelloggii","California Black Oak",BAT,S,Y,"Biomass, aboveground, total",0.200,481.600,g,"Diameter at base (at ground level)",0.100,3.250,cm,"Number of basal stems","1.0",5.000,,"",,,,"ln(BAT) = -1.955615 + 2.158776 * ln(DBA) + 0.305806 * ln(NUM)",50,0.869,0.320100,0.565800
1012,S,"QUKE","Quercus kelloggii","California Black Oak",BAT,S,Y,"Biomass, aboveground, total",0.200,481.600,g,"Length of projected crown",7.000,41.000,cm,"Height","5.0",215.000,cm,"",,,,"ln(BAT) = -6.124884 + 1.657191 * ln(LEN) + 0.621376 * ln(HT)",50,0.917,0.203300,0.450920
1013,K,"QUKE","Quercus kelloggii","California Black Oak",BAT,S,O,"Biomass, aboveground, total",0.100,546.100,g,"Diameter at base (at ground level)",0.100,1.700,cm,"","",,,"",,,,"ln(BAT) = -1.306116 + 2.357943 * ln(DBA)",50,0.726,1.164600,1.079170
1014,K,"QUKE","Quercus kelloggii","California Black Oak",BAT,S,O,"Biomass, aboveground, total",0.100,546.100,g,"Diameter at base (at ground level)",0.100,1.700,cm,"Height","1.0",109.000,cm,"",,,,"ln(BAT) = -3.721725 + 0.550739 * ln(DBA) + 1.581381 * ln(HT)",50,0.809,0.827800,0.909850
1015,K,"QUKE","Quercus kelloggii","California Black Oak",BAT,S,O,"Biomass, aboveground, total",0.100,546.100,g,"Diameter at base (at ground level)",0.100,1.700,cm,"Number of basal stems","1.0",27.000,,"",,,,"ln(BAT) = -1.256220 + 1.530738 * ln(DBA) + 1.005772 * ln(NUM)",50,0.818,0.789200,0.888390
1016,K,"QUKE","Quercus kelloggii","California Black Oak",BAT,S,O,"Biomass, aboveground, total",0.100,546.100,g,"Length of projected crown",4.000,155.000,cm,"Width of projected crown (perpendicular to LEN)","2.0",149.000,cm,"Height",1.000,109.000,cm,"ln(BAT) = -5.471583 + 1.039896 * ln(LEN) + 0.945742 * ln(WID) + 0.295699 * ln(HT)",50,0.874,0.561300,0.749170
1017,K,"QUKE","Quercus kelloggii","California Black Oak",BAT,S,O,"Biomass, aboveground, total",0.100,546.100,g,"Number of basal stems",1.000,27.000,,"Height","1.0",109.000,cm,"",,,,"ln(BAT) = -3.385137 + 0.872259 * ln(NUM) + 1.414933 * ln(HT)",50,0.873,0.550400,0.741860
1018,S,"QUKE","Quercus kelloggii","California Black Oak",BAT,S,O,"Biomass, aboveground, total",0.300,1640.000,g,"Diameter at base (at ground level)",0.100,6.350,cm,"","",,,"",,,,"ln(BAT) = -1.545169 + 2.195558 * ln(DBA)",50,0.819,1.005500,1.002760
1019,S,"QUKE","Quercus kelloggii","California Black Oak",BAT,S,O,"Biomass, aboveground, total",0.300,1640.000,g,"Diameter at base (at ground level)",0.100,6.350,cm,"Height","4.0",202.000,cm,"",,,,"ln(BAT) = -4.497867 + 0.722582 * ln(DBA) + 1.722640 * ln(HT)",50,0.943,0.323300,0.568600
1020,S,"QUKE","Quercus kelloggii","California Black Oak",BAT,S,O,"Biomass, aboveground, total",0.300,1640.000,g,"Diameter at base (at ground level)",0.100,6.350,cm,"Number of basal stems","1.",9.000,,"",,,,"ln(BAT) = -1.525759 + 2.072030 * ln(DBA) + 0.728254 * ln(NUM)",50,0.848,0.861900,0.928400
1021,S,"QUKE","Quercus kelloggii","California Black Oak",BAT,S,O,"Biomass, aboveground, total",0.300,1640.000,g,"Height",4.000,202.000,cm,"Number of basal stems","1.",9.000,,"",,,,"ln(BAT) = -5.062159 + 2.301195 * ln(HT) + 0.229355 * ln(NUM)",50,0.923,0.434990,0.659540
1022,S,"QUKE","Quercus kelloggii","California Black Oak",BAT,S,O,"Biomass, aboveground, total",0.300,1640.000,g,"Height",4.000,202.000,cm,"Length of projected crown","3.",198.000,cm,"Width of projected crown (perpendicular to LEN)",3.000,172.000,cm,"ln(BAT) = -5.293120 + 1.010331 * ln(HT) + 0.533637 * ln(LEN) + 0.811562 * ln(WID)",50,0.958,0.241550,0.491840
1023,S,"QUKE","Quercus kelloggii","California Black Oak",BAT,S,Y,"Biomass, aboveground, total",0.200,481.600,g,"Height",5.000,215.000,cm,"Number of basal stems","1.0",5.000,,"",,,,"ln(BAT) = -4.850549 + 1.910434 * ln(HT) - 0.086682 * ln(NUM)",50,0.793,0.508600,0.713190
1024,K,"QUKE","Quercus kelloggii","California Black Oak",BAT,S,Y,"Biomass, aboveground, total",0.040,16.000,g,"Lendth of projected crown",5.000,57.000,cm,"Width of projected crown (perpendicular to LEN)","2.00",39.000,cm,"Basal diameter (at ground level)",0.075,0.550,cm,"ln(BAT) = -5.353578 + 1.353206 * ln(LEN) + 0.351048 * ln(WID) + 0.764546 * ln(DBA)",49,0.908,0.174700,0.417980
1025,K,"QUKE","Quercus kelloggii","California Black Oak",BAT,S,Y,"Biomass, aboveground, total",0.040,16.000,g,"Lendth of projected crown",5.000,57.000,cm,"Width of projected crown (perpendicular to LEN)","2.00",39.000,cm,"",,,,"ln(BAT) = -6.194012 + 1.515418 * ln(LEN) + 0.738129 * ln(WID)",49,0.866,0.247850,0.497850
1026,S,"QUKE","Quercus kelloggii","California Black Oak",BAT,S,Y,"Biomass, aboveground, total",0.200,481.600,g,"Length of projected crown",7.000,41.000,cm,"Width of projected crown (perpendicular to LEN)","4.0",104.000,cm,"Basal diameter (at ground level)",0.100,3.250,cm,"ln(BAT) = -4.739487 + 1.190718 * ln(LEN) + 0.201020 * ln(WID) + 1.068519 * ln(DBA)",50,0.954,0.115100,0.339290
1027,S,"QUKE","Quercus kelloggii","California Black Oak",BAT,S,Y,"Biomass, aboveground, total",0.200,481.600,g,"Length of projected crown",7.000,41.000,cm,"Width of projected crown (perpendicular to LEN)","4.0",104.000,cm,"",,,,"ln(BAT) = -6.168625 + 2.100287 * ln(LEN) + 0.204962 * ln(WID)",50,0.897,0.252800,0.502800
1028,K,"QUKE","Quercus kelloggii","California Black Oak",BAT,S,O,"Biomass, aboveground, total",0.100,546.100,g,"Length of projected crown",4.000,155.000,cm,"Width of projected crown (perpendicular to LEN)","2.0",149.000,cm,"Basal diameter (at ground level)",0.100,1.700,cm,"ln(BAT) = -5.470271 + 1.198755 * ln(LEN) + 1.024039 * ln(WID) + 0.092983 * ln(DBA)",50,0.872,0.568800,0.754210
1029,K,"QUKE","Quercus kelloggii","California Black Oak",BAT,S,O,"Biomass, aboveground, total",0.100,546.100,g,"Length of projected crown",4.000,155.000,cm,"Width of projected crown (perpendicular to LEN)","2.0",149.000,cm,"",,,,"ln(BAT) = -5.585352 + 1.243124 * ln(LEN) + 1.054840 * ln(WID)",50,0.872,0.557600,0.746730
1030,S,"QUKE","Quercus kelloggii","California Black Oak",BAT,S,O,"Biomass, aboveground, total",0.300,1640.000,g,"Basal diameter (at ground level)",0.100,6.350,cm,"Length of projected crown","3.",198.000,cm,"Width of projected crown (perpendicular to LEN)",3.000,172.000,cm,"ln(BAT) = -4.506747 + 0.595798 * ln(DBA) + 0.794134 * ln(LEN) + 1.009666 * ln(WID)",50,0.958,0.241550,0.491840
1031,S,"QUKE","Quercus kelloggii","California Black Oak",BAT,S,O,"Biomass, aboveground, total",0.300,1640.000,g,"Length of projected crown",3.000,198.000,cm,"Width of projected crown (perpendicular to LEN)","3.",172.000,cm,"",,,,"ln(BAT) = -5.029475 + 1.011551 * ln(LEN) + 1.304530 * ln(WID)",50,0.940,0.342050,0.584850
1032,S,"ALSI","Alnus sinuata","Mountain Alder",BFT,R,G,"Total foliage biomass",3.930,122.000,g,"Total aboveground biomass",15.600,1244.000,g,"","",,,"",,,,"BFT = -7.929876 + 0.248889 * BIO - 0.000151 * BIO^2",30,0.805,229.400000,15.147000
1033,S,"AMAL","Amelanchier alnifolia","Serviceberry",BFT,R,G,"Total foliage biomass",0.690,79.780,g,"Total aboveground biomass",2.640,904.900,g,"","",,,"",,,,"ln(BFT) = -1.148965 + 0.793042 * ln(BIO)",37,0.885,0.216500,0.465300
1034,S,"ARTR","Artemisia tridentata","Big Sagebrush",BFT,R,G,"Total foliage biomass",1.310,273.300,g,"Total aboveground biomass",13.850,1532.000,g,"","",,,"",,,,"ln(BFT) = -1.498408 + 0.955207 * ln(BIO)",20,0.891,0.219800,0.468870
1035,S,"BERE","Berberis repens","Oregon Grape",BFT,R,G,"Total foliage biomass",0.670,7.960,g,"Total aboveground biomass",1.100,14.080,g,"","",,,"",,,,"BFT = 0.385928 + 0.524056 * BIO",36,0.877,0.337100,0.580600
1036,S,"CEVE","Ceanothus velutinus","",BFT,R,G,"Total foliage biomass",0.910,92.040,g,"Total aboveground biomass",8.040,565.000,g,"","",,,"",,,,"ln(BFT) = -2.853983 + 2.078297 * ln(BIO) - 0.147273 * (ln(BIO))^2",30,0.851,0.155300,0.394100
1037,S,"COST","Cornus stolonifera","Redosier Dogwood",BFT,R,G,"Total foliage biomass",4.120,133.900,g,"Total aboveground biomass",21.930,683.700,g,"","",,,"",,,,"BFT = 0.898923 + 0.183050 * BIO",31,0.851,142.800000,11.950000
1038,S,"HODI","Holodiscus discolor","Oceanspray",BFT,R,G,"Total foliage biomass",1.560,133.900,g,"Total aboveground biomass",11.530,502.000,g,"","",,,"",,,,"ln(BFT) = -1.070393 + 0.857691 * ln(BIO)",31,0.900,0.080680,0.284050
1039,S,"JUCO","Juniperus communis","Common Juniper",BFT,R,G,"Total foliage biomass",20.200,232.400,g,"Total aboveground biomass",37.370,629.900,g,"","",,,"",,,,"BFT = 9.7964 + 0.3409 * BIO",23,0.950,137.130000,11.710000
1040,S,"LOUT","Lonicera utahensis","Utah Honeysucle",BFT,R,G,"Total foliage biomass",0.250,33.390,g,"Total aboveground biomass",1.120,255.900,g,"","",,,"",,,,"ln(BFT) = -1.144878 + 0.849052 * ln(BIO)",32,0.898,0.192600,0.438850
1041,S,"MEFE","Menziensia ferruginea","",BFT,R,G,"Total foliage biomass",0.080,14.460,g,"Total aboveground biomass",0.080,220.900,g,"","",,,"",,,,"ln(BFT) = -1.503945 + 0.704884 * ln(BIO)",37,0.817,0.332400,0.576540
1042,S,"PHLE2","Philadelphus lewisii","Mockorange",BFT,R,G,"Total foliage biomass",0.280,55.840,g,"Total aboveground biomass",1.940,501.700,g,"","",,,"",,,,"BFT = 1.996879 + 0.150529 * BIO - 0.00009 * BIO^2",28,0.888,16.912000,4.112400
1043,S,"PHMA","Physocarpus malvaceus","Ninebark",BFT,R,G,"Total foliage biomass",0.960,89.920,g,"Total aboveground biomass",2.960,485.200,g,"","",,,"",,,,"ln(BFT) = -0.722316 + 0.807211 * ln(BIO)",38,0.938,0.093318,0.305480
1044,S,"PRVI","Prunus virginiana","Chokescherry",BFT,R,G,"Total foliage biomass",2.480,147.000,g,"Total aboveground biomass",4.670,549.400,g,"","",,,"",,,,"BFT = 0 + 0.103668 * BIO + 0.00025 * BIO^2",31,0.900,118.160000,10.880000
1045,S,"RIBES","Ribes spp.","Gooseberry",BFT,R,G,"Total foliage biomass",0.890,35.690,g,"Total aboveground biomass",2.600,165.300,g,"","",,,"",,,,"ln(BFT) = -1.173659 + 0.888488 * ln(BIO)",37,0.906,0.083900,0.289700
1046,S,"ROSA","Rosa spp.","Rose",BFT,R,G,"Total foliage biomass",0.200,12.560,g,"Total aboveground biomass",0.320,55.540,g,"","",,,"",,,,"ln(BFT) = -0.737470 + 0.761610 * ln(BIO)",32,0.921,0.101360,0.318370
1047,S,"RUID","Rubus idaeus","Red Raspberry",BFT,R,G,"Total foliage biomass",0.750,17.050,g,"Total aboveground biomass",2.040,40.620,g,"","",,,"",,,,"ln(BFT) = -0.990273 + 1.034246 * ln(BIO)",26,0.970,0.034000,0.184500
1048,S,"RUPA","Rubus parviflorus","Thimbleberry",BFT,R,G,"Total foliage biomass",1.090,20.090,g,"Total aboveground biomass",1.310,59.680,g,"","",,,"",,,,"ln(BFT) = -0.340781 + 0.83852 * ln(BIO)",27,0.876,0.053700,0.231770
1049,S,"SALIX","Salix spp.","Willow",BFT,R,G,"Total foliage biomass",1.640,114.700,g,"Total aboveground biomass",6.480,525.300,g,"","",,,"",,,,"ln(BFT) = -1.082791 + 0.862266 * ln(BIO)",31,0.742,0.277200,0.526050
1050,S,"SHCA","Sheferdia canadensis","Buffaloberry",BFT,R,G,"Total foliage biomass",1.720,49.620,g,"Total aboveground biomass",9.570,453.700,g,"","",,,"",,,,"ln(BFT) = -0.943644 + 0.845435 * ln(BIO)",30,0.890,0.087300,0.295540
1051,S,"SOSC","Sorbus scopulina","Mountain Ash",BFT,R,G,"Total foliage biomass",3.820,151.500,g,"Total aboveground biomass",19.900,821.800,g,"","",,,"",,,,"ln(BFT) = 1.222363 - 0.398155 * ln(BIO) + 0.150959 * (ln(BIO))^2",29,0.902,0.111600,0.334090
1052,S,"SPBE","Spirea betulifolia","White Spirea",BFT,R,G,"Total foliage biomass",0.170,6.540,g,"Total aboveground biomass",0.410,13.570,g,"","",,,"",,,,"ln(BFT) = -0.750104 + 0.883344 * ln(BIO)",31,0.963,0.033800,0.183950
1053,S,"SYAL","Symphoricarpos albus","Snowberry",BFT,R,G,"Total foliage biomass",0.460,24.350,g,"Total aboveground biomass",1.350,94.610,g,"","",,,"",,,,"BFT = 0.154151 + 0.241701 * BIO",31,0.957,0.974400,0.987140
1054,S,"VAGL","Vaccinium globulare","Blue Hucklberry",BFT,R,G,"Total foliage biomass",0.130,18.390,g,"Total aboveground biomass",0.530,139.900,g,"","",,,"",,,,"BFT = 0.371780 + 0.136024 * BIO",44,0.953,1.150800,1.072460
1055,S,"VASC","Vaccinium scoparium","",BFT,R,G,"Total foliage biomass",0.110,2.120,g,"Total aboveground biomass",0.920,16.140,g,"","",,,"",,,,"ln(BFT) = -1.888315 + 0.836266 * ln(BIO)",31,0.559,0.250300,0.500340
