EQN_NO,LIFEFORM,SPP_CODE,SCI_NAME,COMM_NAME,BIO_COMP,GEO_AREA,SER_STAG,TAX_LIFE,PA1_CODE,PA1_TEXT,PA1_MIN,PA1_MAX,PA1_UNIT,PA2_CODE,PA2_TEXT,PA2_MIN,PA2_MAX,PA2_UNIT,PA3_CODE,PA3_TEXT,PA3_MIN,PA3_MAX,PA3_UNIT,DEP_VAR,DPV_MIN,DPV_MAX,DPV_UNIT,CF1,CF2,CF3,CF4,EQUATION
934,T,"POTR2","Populus trichocarpa","Black Cottonwood",BAT,G,Y,T,DBH,"Diameter at breast height (at 1.37 m)",5.600,31.500,cm,HT,"Height",690.000,2540.000,cm,,"",,,,"Total aboveground biomass (without dead branches)",,,g,7400.000000000,0.156400000,,,"BAT = 7400 + 0.1564 * DBH^2 * HT"
935,T,"ALRU","Alnus rubra","Red Alder",BSW,G,Y,T,DBH,"Diameter at breast height (at 1.37 m)",5.800,33.300,cm,HT,"Height",610.000,2380.000,cm,,"",,,,"Biomass stem wood (without top < 2.5cm)",,,g,-4600.000000000,0.159700000,,,"BSW = -4600 + 0.1597 * (DBH)2 * HT"
936,T,"ALRU","Alnus rubra","Red Alder",BSB,G,Y,T,DBH,"Diameter at breast height (at 1.37 m)",5.800,33.300,cm,HT,"Height",610.000,2380.000,cm,,"",,,,"Biomass stem bark (without top < 2.5cm)",,,g,-1200.000000000,0.024000000,,,"BSB = -1200 + 0.0240 * (DBH)2 * HT"
937,T,"ALRU","Alnus rubra","Red Alder",BBS,G,Y,T,DBH,"Diameter at breast height (at 1.37 m)",5.800,33.300,cm,HT,"Height",610.000,2380.000,cm,,"",,,,"Biomass branches small ( < 0.5cm)",,,g,1000.000000000,0.002000000,,,"BBS = 1000 + 0.0020 * (DBH)2 * HT"
938,T,"ALRU","Alnus rubra","Red Alder",BBL,G,Y,T,DBH,"Diameter at breast height (at 1.37 m)",5.800,33.300,cm,HT,"Height",610.000,2380.000,cm,,"",,,,"Biomass branches live (including top < 2.5cm)",,,g,8100.000000000,0.021500000,,,"BBL = 8100 + 0.0215 * (DBH)2 * HT"
939,T,"ALRU","Alnus rubra","Red Alder",BFT,G,Y,T,DBH,"Diameter at breast height (at 1.37 m)",5.800,33.300,cm,HT,"Height",610.000,2380.000,cm,,"",,,,"Total foliage biomass",,,g,2500.000000000,0.001300000,,,"BFT = 2500 + 0.0013 * (DBH)2 * HT"
940,T,"ALRU","Alnus rubra","Red Alder",BAT,G,Y,T,DBH,"Diameter at breast height (at 1.37 m)",5.800,33.300,cm,HT,"Height",610.000,2380.000,cm,,"",,,,"Total aboveground biomass (without dead branches)",,,g,4800.000000000,0.206500000,,,"BAT = 4800 + 0.2065 * (DBH)2 * HT"
941,T,"POTR","Populus tremuloides","Quaking Aspen",BSW,G,G,T,DBH,"Diameter at breast height (at 1.37 m)",6.000,34.800,cm,HT,"Height",540.000,2560.000,cm,,"",,,,"Biomass stem wood (without top < 2.5cm)",,,g,200.000000000,0.137700000,,,"BSW = 200 + 0.1377 * DBH^2 * HT"
942,T,"POTR","Populus tremuloides","Quaking Aspen",BSB,G,G,T,DBH,"Diameter at breast height (at 1.37 m)",6.000,34.800,cm,HT,"Height",540.000,2560.000,cm,,"",,,,"Biomass stem bark (without top < 2.5cm)",,,g,1300.000000000,0.027600000,,,"BSB = 1300 + 0.0276 * DBH^2 * HT"
943,T,"POTR","Populus tremuloides","Quaking Aspen",BBS,G,G,T,DBH,"Diameter at breast height (at 1.37 m)",6.000,34.800,cm,HT,"Height",540.000,2560.000,cm,,"",,,,"Biomass branches small ( < 0.5cm)",,,g,200.000000000,0.003000000,,,"BBS = 200 + 0.0030 * DBH^2 * HT"
944,T,"POTR","Populus tremuloides","Quaking Aspen",BBL,G,G,T,DBH,"Diameter at breast height (at 1.37 m)",6.000,34.800,cm,HT,"Height",540.000,2560.000,cm,,"",,,,"Biomass branches live  (including top < 2.5cm)",,,g,1700.000000000,0.026200000,,,"BBL = 1700 + 0.0262 * DBH^2 * HT"
945,T,"POTR","Populus tremuloides","Quaking Aspen",BFT,G,G,T,DBH,"Diameter at breast height (at 1.37 m)",6.000,34.800,cm,HT,"Height",540.000,2560.000,cm,,"",,,,"Total foliage biomass",,,g,1000.000000000,0.004000000,,,"BFT = 1000 + 0.0040 * DBH^2 * HT"
946,T,"POTR","Populus tremuloides","Quaking Aspen",BAT,G,G,T,DBH,"Diameter at breast height (at 1.37 m)",6.000,34.800,cm,HT,"Height",540.000,2560.000,cm,,"",,,,"Total aboveground biomass",,,g,4100.000000000,0.195500000,,,"BAT = 4100 + 0.1955 * DBH^2 * HT"
947,T,"BEPA","Betula papyrifera","White/paper Birch",BSW,G,G,T,DBH,"Diameter at breast height (at 1.37 m)",4.500,30.600,cm,HT,"Height",530.000,2270.000,cm,,"",,,,"Biomass stem wood (without top < 2.5cm)",,,g,-2700.000000000,0.171500000,,,"BSW = -2700 + 0.1715 * (DBH)2 * HT"
948,T,"BEPA","Betula papyrifera","White/paper Birch",BSB,G,G,T,DBH,"Diameter at breast height (at 1.37 m)",4.500,30.600,cm,HT,"Height",530.000,2270.000,cm,,"",,,,"Biomass stem bark (without top < 2.5cm)",,,g,-1200.000000000,0.029100000,,,"BSB = -1200 + 0.0291 * (DBH)2 * HT"
949,T,"BEPA","Betula papyrifera","White/paper Birch",BBS,G,G,T,DBH,"Diameter at breast height (at 1.37 m)",4.500,30.600,cm,HT,"Height",530.000,2270.000,cm,,"",,,,"Biomass branches small ( < 0.5cm)",,,g,-500.000000000,0.007200000,,,"BBS = -500 + 0.0072 * (DBH)2 * HT"
950,T,"BEPA","Betula papyrifera","White/paper Birch",BBL,G,G,T,DBH,"Diameter at breast height (at 1.37 m)",4.500,30.600,cm,HT,"Height",530.000,2270.000,cm,,"",,,,"Biomass branches live  (including top <2.5 cm)",,,g,-600.000000000,0.045100000,,,"BBL = -600+ 0.0451 * (DBH)2 * HT"
951,T,"BEPA","Betula papyrifera","White/paper Birch",BFT,G,G,T,DBH,"Diameter at breast height (at 1.37 m)",4.500,30.600,cm,HT,"Height",530.000,2270.000,cm,,"",,,,"Total foliage biomass",,,g,1600.000000000,0.007800000,,,"BFT = 1600 + 0.0078 * (DBH)2 * HT"
952,T,"BEPA","Betula papyrifera","White/paper Birch",BAT,G,G,T,DBH,"Diameter at breast height (at 1.37 m)",4.500,30.600,cm,HT,"Height",530.000,2270.000,cm,,"",,,,"Total aboveground biomass (without dead branches)",,,g,-2900.000000000,0.253500000,,,"BAT =-2900 + 0.2535 * (DBH)2 * HT"
953,H,"SILO2","Sitanion longifolium","Squirreltail",BAT,R,Y,H,DBA,"Diameter at base",,,cm,,"",,,,,"",,,,"Total abvground biomass",,,g,-0.687400000,0.906000000,,,"ln(BAT) = -0.6874 + 0.906 * ln (DBA)"
954,H,"SILO2","Sitanion longifolium","Squirreltail",BAT,R,Y,H,DBA,"Diameter at base",,,cm,,"",,,,,"",,,,"Total abvground biomass",,,g,-0.723900000,1.208000000,,,"ln(BAT) = -0.7239 + 1.208 * ln (DBA)"
955,G,"POFE","Poa fendleriana","Muttongrass",BAT,R,Y,G,DBA,"Diameter at base",,,cm,,"",,,,,"",,,,"Total abvground biomass",,,g,-1.581400000,1.204000000,,,"ln(BAT) = -1.5814 + 1.204 * ln (DBA)"
956,G,"POFE","Poa fendleriana","Muttongrass",BAT,R,Y,G,DBA,"Diameter at base",,,cm,,"",,,,,"",,,,"Total abvground biomass",,,g,-1.285400000,1.204000000,,,"ln(BAT) = -1.2854 + 1.204 * ln (DBA)"
957,G,"POFE","Poa fendleriana","Muttongrass",BAT,R,Y,G,DBA,"Diameter at base",,,cm,,"",,,,,"",,,,"Total abvground biomass",,,g,-1.250200000,0.912000000,,,"ln(BAT) = -1.2502 + 0.912 * ln (DBA)"
958,G,"POFE","Poa fendleriana","Muttongrass",BAT,R,Y,G,DBA,"Diameter at base",,,cm,,"",,,,,"",,,,"Total abvground biomass",,,g,-1.546200000,0.912000000,,,"ln(BAT) = -1.5462 + 0.912 * ln (DBA)"
959,G,"POFE","Poa fendleriana","Muttongrass",BAT,R,Y,G,DBA,"Diameter at base",,,cm,,"",,,,,"",,,,"Total abvground biomass",,,g,-1.305500000,1.370000000,,,"ln(BAT) = -1.3055 + 1.370 * ln (DBA)"
960,G,"POFE","Poa fendleriana","Muttongrass",BAT,R,Y,G,DBA,"Diameter at base",,,cm,,"",,,,,"",,,,"Total abvground biomass",,,g,-1.601500000,1.370000000,,,"ln(BAT) = -1.6015 + 1.370 * ln (DBA)"
961,G,"FEAR","Festuca arizonica","Arizona Fescue",BAT,R,Y,G,DBA,"Diameter at base",,,cm,,"",,,,,"",,,,"Total abvground biomass",,,g,-1.294900000,1.448000000,,,"ln(BAT) = -1.2949 + 1.448 * ln (DBA)"
962,G,"FEAR","Festuca arizonica","Arizona Fescue",BAT,R,Y,G,DBA,"Diameter at base",,,cm,,"",,,,,"",,,,"Total abvground biomass",,,g,-1.525900000,1.448000000,,,"ln(BAT) = -1.5259 + 1.448 * ln (DBA)"
963,G,"FEAR","Festuca arizonica","Arizona Fescue",BAT,R,Y,G,DBA,"Diameter at base",,,cm,,"",,,,,"",,,,"Total abvground biomass",,,g,-1.559200000,1.136000000,,,"ln(BAT) = -1.5592 + 1.136 * ln (DBA)"
964,G,"FEAR","Festuca arizonica","Arizona Fescue",BAT,R,Y,G,DBA,"Diameter at base",,,cm,,"",,,,,"",,,,"Total abvground biomass",,,g,-1.790200000,1.136000000,,,"ln(BAT) = -1.7902 + 1.136 * ln (DBA)"
965,G,"FEAR","Festuca arizonica","Arizona Fescue",BAT,R,Y,G,DBA,"Diameter at base",,,cm,,"",,,,,"",,,,"Total abvground biomass",,,g,-1.034000000,1.192000000,,,"ln(BAT) = -1.034 + 1.192 * ln (DBA)"
966,G,"FEAR","Festuca arizonica","Arizona Fescue",BAT,R,Y,G,DBA,"Diameter at base",,,cm,,"",,,,,"",,,,"Total abvground biomass",,,g,-1.265000000,1.192000000,,,"ln(BAT) = -1.265 + 1.192 * ln (DBA)"
967,H,"MUMO","Muhlenbergia montana","Mountain Muhly",BAT,R,Y,H,DBA,"Diameter at base",,,cm,,"",,,,,"",,,,"Total abvground biomass",,,g,-1.409000000,1.234000000,,,"ln(BAT) = -1.409 + 1.234 * ln (DBA)"
968,H,"MUMO","Muhlenbergia montana","Mountain Muhly",BAT,R,Y,H,DBA,"Diameter at base",,,cm,,"",,,,,"",,,,"Total abvground biomass",,,g,-1.577000000,1.250000000,,,"ln(BAT) = -1.5770 + 1.250 * ln (DBA)"
969,H,"MUMO","Muhlenbergia montana","Mountain Muhly",BAT,R,Y,H,DBA,"Diameter at base",,,cm,,"",,,,,"",,,,"Total abvground biomass",,,g,-1.213800000,0.992000000,,,"ln(BAT) = -1.2138 + 0.992 * ln (DBA)"
970,S,"ARTR","Artemisia tridentata","Big Sagebrush",PFT,E,G,S,SPA,"Sapwood cross-sectional area at ground level",0.200,5.500,cm,,"",,,,,"",,,,"Projected foliage area",200.00,18000.00,cm2,-1.069600000,3.860900000,,,"PFT = -1.0696 + 3.8609 * SPA"
971,S,"ARTR","Artemisia tridentata","Big Sagebrush",PFT,E,G,S,HT,"Height",24.000,116.000,cm,,"",,,,,"",,,,"Projected foliage area",200.00,18000.00,cm2,-0.570000000,2.240000000,,,"log (PFT) = -0.57 + 2.24 * log (HT)"
972,S,"ARTR","Artemisia tridentata","Big Sagebrush",PFT,E,G,S,WID,"Projected crown width (maximum)",16.000,153.000,cm,,"",,,,,"",,,,"Projected foliage area",200.00,18000.00,cm2,-0.110000000,1.900000000,,,"log (PFT) = -0.11 + 1.90 * log (WID)"
973,S,"ARTR","Artemisia tridentata","Big Sagebrush",PFT,E,G,S,WID,"Projected crown width (average)",,,cm,,"",,,,,"",,,,"Projected foliage area",200.00,18000.00,cm2,-1.960000000,2.060000000,,,"log (PFT) = -1.96 + 2.06 * log (WID)"
974,S,"HODI","Holodiscus discolor","Oceanspray",BFT,R,G,S,DBA,"Stem basal diameter",0.700,2.200,cm,,"",,,,,"",,,,"Total foliage biomass",,,g,2.164000000,2.605000000,,,"ln(BFT) = 2.164 + 2.605 * ln(DBA)"
975,S,"CEVE","Ceanothus velutinus","Evergreen Ceanothus",BFT,R,G,S,DBA,"Stem basal diameter",0.600,2.500,cm,,"",,,,,"",,,,"Total foliage biomass",,,g,2.687000000,2.415000000,,,"ln(BFT) = 2.687 + 2.415 * ln(DBA)"
976,S,"PHLE2","Philadelphus lewisii","Mockorange",BFT,R,G,S,DBA,"Stem basal diameter",0.500,2.900,cm,,"",,,,,"",,,,"Total foliage biomass",,,g,1.921000000,2.778000000,,,"ln(BFT) = 1.921 + 2.778 * ln(DBA)"
977,S,"SHCA","Sherphedia canadensis","Buffaloberry",BFT,R,G,S,DBA,"Stem basal diameter",0.700,2.900,cm,,"",,,,,"",,,,"Total foliage biomass",,,g,2.010000000,2.034000000,,,"ln(BFT) = 2.010 + 2.034 * ln(DBA)"
978,S,"ARTR","Artemisia tridentata","Big Sagebrush",BFT,R,G,S,DBA,"Stem basal diameter",0.800,6.900,cm,,"",,,,,"",,,,"Total foliage biomass",,,g,1.603000000,1.888000000,,,"ln(BFT) = 1.603 + 1.888 * ln(DBA)"
979,S,"JUCO","Juniperus communis","Common Juniper",BFT,R,G,S,DBA,"Stem basal diameter",0.800,2.900,cm,,"",,,,,"",,,,"Total foliage biomass",,,g,3.414000000,1.650000000,,,"ln(BFT) = 3.414 + 1.650 * ln(DBA)"
980,S,"AMAL","Amelanchier alnifolia","Serviceberry",BFT,R,G,S,DBA,"Stem basal diameter",0.400,4.500,cm,,"",,,,,"",,,,"Total foliage biomass",,,g,1.691000000,2.111000000,,,"ln(BFT) = 1.691 + 2.111 * ln(DBA)"
981,S,"ACGL","Acer glabrum","Mountain Maple",BFT,R,G,S,DBA,"Stem basal diameter",0.400,3.700,cm,,"",,,,,"",,,,"Total foliage biomass",,,g,1.868000000,2.038000000,,,"ln(BFT) = 1.868 + 2.038 * ln(DBA)"
982,S,"SOSC","Sorbus scopulina","Mountain Ash",BFT,R,G,S,DBA,"Stem basal diameter",1.000,4.200,cm,,"",,,,,"",,,,"Total foliage biomass",,,g,1.497000000,2.581000000,,,"ln(BFT) = 1.497 + 2.581 * ln(DBA)"
983,S,"PRVI","Prunus virginiana","Chokecherry",BFT,R,G,S,DBA,"Stem basal diameter",0.600,2.900,cm,,"",,,,,"",,,,"Total foliage biomass",,,g,2.180000000,1.902000000,,,"ln(BFT) = 2.180 + 1.902 * ln(DBA)"
984,S,"ALSI","Alnus sinuata","Mountain Alder",BFT,R,G,S,DBA,"Stem basal diameter",0.700,6.300,cm,,"",,,,,"",,,,"Total foliage biomass",,,g,2.065000000,1.588000000,,,"ln(BFT) = 2.065 + 1.588 * ln(DBA)"
985,S,"COST","Cornus stolonifera","Redosier Dogwood",BFT,R,G,S,DBA,"Stem basal diameter",0.600,3.400,cm,,"",,,,,"",,,,"Total foliage biomass",,,g,2.246000000,1.762000000,,,"ln(BFT) = 2.246 + 1.762 * ln(DBA)"
986,S,"SALIX","Salix spp.","Willow",BFT,R,G,S,DBA,"Stem basal diameter",0.700,3.700,cm,,"",,,,,"",,,,"Total foliage biomass",,,g,1.858000000,2.066000000,,,"ln(BFT) = 1.858 + 2.066 * ln(DBA)"
987,S,"SYAL","Symphoricarpos albus","Snowberry",BAT,R,G,S,DBA,"Stem basal diameter",0.200,1.200,cm,,"",,,,,"",,,,"Total aboveground biomass",,,g,3.490000000,2.285000000,,,"ln(BAT) = 3.490 + 2.285 * ln(DBA)"
988,S,"VAGL","Vaccinium globulare Rydb.","Blue Hucklberry",BAT,R,G,S,DBA,"Stem basal diameter",0.300,1.700,cm,,"",,,,,"",,,,"Total aboveground biomass",,,g,3.388000000,3.150000000,,,"ln(BAT) = 3.388 + 3.150 * ln(DBA)"
989,S,"VASC","Vaccinium scoparium","",BAT,R,G,S,DBA,"Stem basal diameter",0.300,0.700,cm,,"",,,,,"",,,,"Total aboveground biomass",,,g,3.113000000,2.148000000,,,"ln(BAT) = 3.113 + 2.148 * ln(DBA)"
990,S,"ROSA","Rosa spp.","Rose",BAT,R,G,S,DBA,"Stem basal diameter",0.200,1.200,cm,,"",,,,,"",,,,"Total aboveground biomass",,,g,3.628000000,2.779000000,,,"ln(BAT) = 3.628 + 2.779 * ln(DBA)"
991,S,"RIBES","Ribes spp.","Gooseberry",BAT,R,G,S,DBA,"Stem basal diameter",0.400,1.400,cm,,"",,,,,"",,,,"Total aboveground biomass",,,g,3.892000000,3.122000000,,,"ln(BAT) = 3.892 + 3.122 * ln(DBA)"
992,S,"SPBE","Spirea betulifolia","White Spirea",BAT,R,G,S,DBA,"Stem basal diameter",0.200,0.800,cm,,"",,,,,"",,,,"Total aboveground biomass",,,g,3.604000000,2.604000000,,,"ln(BAT) = 3.604 + 2.604 * ln(DBA)"
993,S,"BERE","Berberis repens","Oregon Grape",BAT,R,G,S,DBA,"Stem basal diameter",0.300,0.900,cm,,"",,,,,"",,,,"Total aboveground biomass",,,g,2.976000000,2.092000000,,,"ln(BAT) = 2.976 + 2.092 * ln(DBA)"
994,S,"ARTR","Artemisia tridentata","Big Sagebrush",BFT,E,G,S,WID,"Crown width (longest intercept)",20.000,119.000,cm,,"",,,,,"",,,,"Total foliage biomass",,,g,-1.510000000,1.830000000,,,"log(BFT) = -1.51 + 1.83 * log(WID)"
995,S,"ARTR","Artemisia tridentata","Big Sagebrush",BFT,E,G,S,LEN,"Crown length (longest intercept)",20.000,119.000,cm,WID,"Crown width (perpendicular to LEN)",19.000,98.000,cm,,"",,,,"Total foliage biomass",,,g,-1.530000000,1.470000000,0.413000000,,"log(BFT) = -1.53 + 1.47 * log(LEN) + 0.413 * log(WID)"
996,S,"ARTR","Artemisia tridentata","Big Sagebrush",BFT,E,G,S,LEN,"Crown length (longest intercept)",20.000,119.000,cm,WID,"Crown width (perpendicular to LEN)",19.000,98.000,cm,HT,"Height",34.000,117.000,cm,"Total foliage biomass",,,g,-2.440000000,0.786000000,0.320000000,1.240000000,"log(BFT) = -2.44 + 0.786 * log(LEN) + 0.320 * log(WID) + 1.24 * *log(HT)"
997,S,"ARTR","Artemisia tridentata","Big Sagebrush",BFT,E,G,S,WID,"Crown width (longest intercept)",20.000,119.000,cm,HT,"Height",34.000,117.000,cm,,"",,,,"Total foliage biomass",,,g,-2.460000000,1.050000000,1.280000000,,"log(BFT) = -2.46 + 1.05 * log(WID) + 1.28 * log(HT)"
998,S,"ARTR","Artemisia tridentata","Big Sagebrush",BAE,E,G,S,WID,"Crown width (longest intercept)",20.000,119.000,cm,,"",,,,,"",,,,"Biomass, wood and bark, live plus dead (entire)",,,g,-2.060000000,2.550000000,,,"log(BAE) = -2.06 + 2.55 * log(WID)"
999,S,"ARTR","Artemisia tridentata","Big Sagebrush",BAE,E,G,S,LEN,"Crown length (longest intercept)",20.000,119.000,cm,WID,"Crown width (perpendicular to LEN)",19.000,98.000,cm,,"",,,,"Biomass, wood and bark, live and dead (entire)",,,g,-2.080000000,2.030000000,0.585000000,,"log(BAE) = -2.08 + 2.03 * log(LEN) + 0.585 * log(WID)"
1000,S,"ARTR","Artemisia tridentata","Big Sagebrush",BAE,E,G,S,LEN,"Crown length (longest intercept)",20.000,119.000,cm,WID,"Crown width (perpendicular to LEN)",19.000,98.000,cm,HT,"Height",34.000,117.000,cm,"Biomass, wood and bark, live and dead (entire)",,,g,-3.410000000,1.030000000,0.450000000,1.810000000,"log(BAE) = -3.41 + 1.03 * log(LEN) + 0.450 * log(WID) + 1.81 * *log(HT)"
1001,S,"ARTR","Artemisia tridentata","Big Sagebrush",BAE,E,G,S,LEN,"Crown length horizontally (longest intercept)",20.000,119.000,cm,HT,"Height",34.000,117.000,cm,,"",,,,"Biomass, wood and bark, live and dead (entire)",,,g,-3.430000000,1.400000000,1.860000000,,"log(BAE) = -3.43 + 1.40 * log(WID) + 1.86 * log(HT)"
1002,S,"ARTR","Artemisia tridentata","Big Sagebrush",BAE,E,G,S,VOL,"Crown volume",,,dm^3,,"",,,,,"",,,,"Biomass, wood and bark, live and dead (entire)",,,g,201.406200000,1.162000000,,,"BAE = 201.4062 + 1.162 * VOL"
1003,S,"LIDE","Lithocarpus densiflorus","Tanoak",BAT,S,G,T,DBA,"Diameter at base",,,cm,VOL,"Crown volume",,,dm3,,"",,,,"Total aboveground biomass",,,g,-72.510000000,132.600000000,0.087000000,,"BAT = -72.51 + 132.6 * DBA + 0.087 * VOL"
1004,K,"QUKE","Quercus kelloggii","California Black Oak",BAT,S,Y,T,DBA,"Diameter at base  (at the ground level)",0.075,0.550,cm,,"",,,,,"",,,,"Total aboveground biomass",0.04,16.00,g,-1.578921000,1.992733000,,,"ln(BAT) =-1.578921 + 1.992733 * ln(DBA)"
1005,K,"QUKE","Quercus kelloggii","California Black Oak",BAT,S,Y,T,DBA,"Diameter at base  (at the ground level)",0.075,0.550,cm,HT,"Height",3.000,47.000,cm,,"",,,,"Total aboveground biomass",0.04,16.00,g,-3.783421000,0.781663000,1.265282000,,"ln(BAT) =-3.783421 + 0.781663 * ln(DBA) + 1.265282 * ln(HT)"
1006,K,"QUKE","Quercus kelloggii","California Black Oak",BAT,S,Y,T,DBA,"Diameter at base  (at the ground level)",0.075,0.550,cm,NUM,"Number of basal stems",1.000,8.000,,,"",,,,"Total aboveground biomass",0.04,16.00,g,-1.708959000,1.643587000,0.917082000,,"ln(BAT) =-1.708959 + 1.643587 * ln(DBA) + 0.917082 * ln(NUM)"
1007,K,"QUKE","Quercus kelloggii","California Black Oak",BAT,S,Y,T,NUM,"Number of basal stems",1.000,8.000,,HT,"Height",3.000,47.000,cm,,"",,,,"Total aboveground biomass",0.04,16.00,g,-4.127276000,0.676711000,1.522700000,,"ln(BAT) =-4.127276 + 0.676711 * ln(NUM) + 1.522700 * ln(HT)"
1008,K,"QUKE","Quercus kelloggii","California Black Oak",BAT,S,Y,T,LEN,"Length of projected crown",5.000,57.000,cm,WID,"Width of projected crown(perpendicular to LEN)",2.000,39.000,cm,HT,"Height",3.000,47.000,cm,"Total aboveground biomass",0.04,16.00,g,-5.939789000,1.114217000,0.543468000,0.553423000,"ln(BAT) =-5.939789 + 1.114217 * ln(LEN) + 0.543468 * ln(WID) + 0.553468 * ln(HT)"
1009,S,"QUKE","Quercus kelloggii","California Black Oak",BAT,S,Y,T,DBA,"Diameter at base  (at the ground level)",0.100,3.250,cm,,"",,,,,"",,,,"Total aboveground biomass",0.20,481.60,g,-1.961726000,2.200485000,,,"ln(BAT) =-1.961726 + 2.200485 * ln(DBA)"
1010,S,"QUKE","Quercus kelloggii","California Black Oak",BAT,S,Y,T,DBA,"Diameter at base  (at the ground level)",0.100,3.250,cm,HT,"Height",5.000,215.000,cm,,"",,,,"Total aboveground biomass",0.20,481.60,g,-3.631807000,1.424054000,0.882204000,,"ln(BAT) =-3.631807 + 1.424054 * ln(DBA) + 0.882204 * ln(HT)"
1011,S,"QUKE","Quercus kelloggii","California Black Oak",BAT,S,Y,T,DBA,"Diameter at base  (at the ground level)",0.100,3.250,cm,NUM,"Number of basal stems",1.000,5.000,,,"",,,,"Total aboveground biomass",0.20,481.60,g,-1.955615000,2.158776000,0.305806000,,"ln(BAT) =-1.955615 + 2.158776 * ln(DBA) + 0.305806 * ln(NUM)"
1012,S,"QUKE","Quercus kelloggii","California Black Oak",BAT,S,Y,T,LEN,"Length of projected crown",7.000,41.000,cm,HT,"Height",5.000,215.000,cm,,"",,,,"Total aboveground biomass",0.20,481.60,g,-6.124884000,1.657191000,0.621376000,,"ln(BAT) =-6.124884 + 1.657191 * ln(LEN) + 0.621376 * ln(HT)"
1013,K,"QUKE","Quercus kelloggii","California Black Oak",BAT,S,O,T,DBA,"Diameter at base  (at the ground level)",0.100,1.700,cm,,"",,,,,"",,,,"Total aboveground biomass",0.10,546.10,g,-1.306116000,2.357943000,,,"ln(BAT) =-1.306116 + 2.357943 * ln(DBA)"
1014,K,"QUKE","Quercus kelloggii","California Black Oak",BAT,S,O,T,DBA,"Diameter at base  (at the ground level)",0.100,1.700,cm,HT,"Height",1.000,109.000,cm,,"",,,,"Total aboveground biomass",0.10,546.10,g,-3.721725000,0.550739000,1.581381000,,"ln(BAT) =-3.721725 + 0.550739 * ln(DBA) + 1.581381 * ln(HT)"
1015,K,"QUKE","Quercus kelloggii","California Black Oak",BAT,S,O,T,DBA,"Diameter at base  (at the ground level)",0.100,1.700,cm,NUM,"Number of basal stems",1.000,27.000,,,"",,,,"Total aboveground biomass",0.10,546.10,g,-1.256220000,1.530738000,1.005772000,,"ln(BAT) =-1.256220 + 1.530738 * ln(DBA) + 1.005772 * ln(NUM)"
1016,K,"QUKE","Quercus kelloggii","California Black Oak",BAT,S,O,T,LEN,"Length of projected crown",4.000,155.000,cm,WID,"Width of projected crown (perpendicular to LEN)",2.000,149.000,cm,HT,"Height",1.000,109.000,cm,"Total aboveground biomass",0.10,546.10,g,-5.471583000,1.039896000,0.945742000,0.295699000,"ln(BAT) =-5.471583 + 1.039896 * ln(LEN) + 0.945742 * ln(WID) + 0.295699 * ln(HT)"
1017,K,"QUKE","Quercus kelloggii","California Black Oak",BAT,S,O,T,NUM,"Number of basal stems",1.000,27.000,,HT,"Height",1.000,109.000,cm,,"",,,,"Total aboveground biomass",0.10,546.10,g,-3.385137000,0.872259000,1.414933000,,"ln(BAT) =-3.385137 + 0.872259 * ln(NUM) + 1.414933 * ln(HT)"
1018,S,"QUKE","Quercus kelloggii","California Black Oak",BAT,S,O,T,DBA,"Diameter at base  (at the ground level)",0.100,6.350,cm,,"",,,,,"",,,,"Total aboveground biomass",0.30,1640.00,g,-1.545169000,2.195558000,,,"ln(BAT) =-1.545169 + 2.195558 * ln(DBA)"
1019,S,"QUKE","Quercus kelloggii","California Black Oak",BAT,S,O,T,DBA,"Diameter at base  (at the ground level)",0.100,6.350,cm,HT,"Height",4.000,202.000,cm,,"",,,,"Total aboveground biomass",0.30,1640.00,g,-4.497867000,0.722582000,1.722640000,,"ln(BAT) =-4.497867 + 0.722582 * ln(DBA) + 1.722640 * ln(HT)"
1020,S,"QUKE","Quercus kelloggii","California Black Oak",BAT,S,O,T,DBA,"Diameter at base  (at the ground level)",0.100,6.350,cm,NUM,"Number of basal stems",1.000,9.000,,,"",,,,"Total aboveground biomass",0.30,1640.00,g,-1.525759000,2.072030000,0.728254000,,"ln(BAT) =-1.525759 + 2.072030 * ln(DBA) + 0.728254 * ln(NUM)"
1021,S,"QUKE","Quercus kelloggii","California Black Oak",BAT,S,O,T,HT,"Height",4.000,202.000,cm,NUM,"Number of basal stems",1.000,9.000,,,"",,,,"Total aboveground biomass",0.30,1640.00,g,-5.062159000,2.301196000,0.229355000,,"ln(BAT) =-5.062159 + 2.301196 * ln(HT) + 0.229355 * ln(NUM)"
1022,S,"QUKE","Quercus kelloggii","California Black Oak",BAT,S,O,T,HT,"Height",4.000,202.000,cm,LEN,"Length of projected crown",3.000,198.000,cm,WID,"Width of projected crown (perpendicular to LEN)",3.000,172.000,CM,"Total aboveground biomass",0.30,1640.00,g,-5.293120000,1.010331000,0.533637000,0.811562000,"ln(BAT) =-5.293120 + 1.010331 * ln(HT) + 0.533637 * ln(LEN) + 0.811562 * ln(WID)"
1023,S,"QUKE","Quercus kelloggii","California Black Oak",BAT,S,Y,T,HT,"Height",5.000,215.000,cm,NUM,"Number of basal stems",1.000,5.000,,,"",,,,"Total aboveground biomass",0.20,481.60,g,-4.850549000,1.910434000,-0.086682000,,"ln(BAT) =-4.850549 + 1.910434 * ln(HT) - 0.086682 * ln(NUM)"
